"Temperature (K)","Solid Volume Fraction of h2o","X (m)","Y (m)","Z (m)"
273,0.5,0.46000000000000002,0.05000000074505806,0
273,0.5,0.46100000000000002,0.05000000074505806,0
273,0.5,0.46200000000000002,0.05000000074505806,0
273,0.5,0.46300000000000002,0.05000000074505806,0
273,0.5,0.46400000000000002,0.05000000074505806,0
273,0.5,0.46500000000000002,0.05000000074505806,0
273,0.5,0.46600000000000003,0.05000000074505806,0
273,0.5,0.46700000000000003,0.05000000074505806,0
273,0.5,0.46800000000000003,0.05000000074505806,0
273,0.5,0.46899999999999997,0.05000000074505806,0
273,0.5,0.46999999999999997,0.05000000074505806,0
273,0.5,0.47099999999999997,0.05000000074505806,0
273,0.5,0.47199999999999998,0.05000000074505806,0
273,0.5,0.47299999999999998,0.05000000074505806,0
273,0.5,0.47399999999999998,0.05000000074505806,0
273,0.5,0.47499999999999998,0.05000000074505806,0
273,0.5,0.47599999999999998,0.05000000074505806,0
273,0.5,0.47699999999999998,0.05000000074505806,0
273,0.5,0.47799999999999998,0.05000000074505806,0
273,0.5,0.47899999999999998,0.05000000074505806,0
273,0.5,0.47999999999999998,0.05000000074505806,0
273,0.5,0.48099999999999998,0.05000000074505806,0
273,0.5,0.48199999999999998,0.05000000074505806,0
273,0.5,0.48299999999999998,0.05000000074505806,0
273,0.5,0.48399999999999999,0.05000000074505806,0
273,0.5,0.48499999999999999,0.05000000074505806,0
273,0.5,0.48599999999999999,0.05000000074505806,0
273,0.5,0.48699999999999999,0.05000000074505806,0
273,0.5,0.48799999999999999,0.05000000074505806,0
273,0.5,0.48899999999999999,0.05000000074505806,0
273,0.5,0.48999999999999999,0.05000000074505806,0
273,0.5,0.49099999999999999,0.05000000074505806,0
273,0.5,0.49199999999999999,0.05000000074505806,0
273,0.5,0.49299999999999999,0.05000000074505806,0
273,0.5,0.49399999999999999,0.05000000074505806,0
273,0.5,0.495,0.05000000074505806,0
273,0.5,0.496,0.05000000074505806,0
273,0.5,0.497,0.05000000074505806,0
273,0.5,0.498,0.05000000074505806,0
273,0.5,0.499,0.05000000074505806,0
273,0.5,0.5,0.05000000074505806,0
